Id,Label,timeset,type,trnsl_year,original_publ_year,genre,funding,gender,year,Degree,dynamic_degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber
Norman Manea,Norman Manea,"<[1992.0, Infinity]>",Author,NA,NA,NA,NA,Male,1992,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",6,0.242826,0.285303,43.136474,4,0
De zwarte envelop,De zwarte envelop,"<[2009.0, Infinity]>",Book,2009,1986,Prose,NA,NA,2009,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.259434,0.302273,177.560766,4,0
Een bloem van bloed met besneeuwde blaadjes: hedendaagse poezie uit de republiek Moldavie,Een bloem van bloed met besneeuwde blaadjes: hedendaagse poezie uit de republiek Moldavie,"<[2015.0, Infinity]>",Book,2015,NA,Poetry,NA,NA,2015,5,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",5,0.37415,0.409091,878.872605,3,0
Een dood die niets bewijst,Een dood die niets bewijst,"<[2018.0, Infinity]>",Book,2018,1931,Prose,NA,NA,2018,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.291005,0.340758,312.268738,5,0
Anton Holban,Anton Holban,"<[2018.0, Infinity]>",Author,NA,NA,NA,NA,Male,2018,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.225873,0.249242,0,5,0
Gedichten,Gedichten,"<[1998.0, Infinity]>",Book,1998,NA,Poetry,NA,NA,1998,4,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",5,0.280612,0.325303,71.487698,4,0
Ana Blandiana,Ana Blandiana,"<[1992.0, Infinity]>",Author,NA,NA,NA,NA,Female,1992,2,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",6,0.221328,0.249848,1.4,4,0
Hartenvrouw,Hartenvrouw,"<[2020.0, Infinity]>",Book,2020,2018,Prose,NA,NA,2020,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.208333,0.253853,179.559225,5,0
Iulian Ciocan,Iulian Ciocan,"<[2020.0, Infinity]>",Author,NA,NA,NA,NA,Male,2020,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.172684,0.196558,0,5,0
Het juffertje van marsepein,Het juffertje van marsepein,"<[2011.0, Infinity]>",Book,2011,2000,Poetry,NA,NA,2011,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",7,0.282051,0.33868,225.474805,3,0
Het spel van de honderd bladeren,Het spel van de honderd bladeren,"<[2022.0, Infinity]>",Book,2022,2013,Prose,NA,NA,2022,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.294118,0.344242,230.645093,5,0
Het verhoor,Het verhoor,"<[1992.0, Infinity]>",Book,1992,NA,Prose,NA,NA,1992,4,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",5,0.284974,0.331061,61.067483,4,0
Jeugd zonder jeugd,Jeugd zonder jeugd,"<[2009.0, Infinity]>",Book,2009,2004,Prose,NA,NA,2009,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.286458,0.337121,151.178237,4,0
Mircea Eliade,Mircea Eliade,"<[2009.0, Infinity]>",Author,NA,NA,NA,NA,Male,2009,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.223124,0.24697,0,4,0
Kopie van een nachtmerrie,Kopie van een nachtmerrie,"<[1992.0, Infinity]>",Book,1992,NA,Prose,NA,NA,1992,4,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",5,0.280612,0.325303,156.073846,4,0
Leergeld en andere verhalen,Leergeld en andere verhalen,"<[1999.0, Infinity]>",Book,1999,1981,Prose,NA,NA,1999,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.286458,0.337121,170.067483,4,0
Mijn dagen met Renata,Mijn dagen met Renata,"<[2014.0, Infinity]>",Book,2014,2010,Prose,NA,NA,2014,5,"<[1990.0466, 1991.0466, 5]; [1991.0466, 1992.0466, 5]; [1992.0466, 1993.0466, 5]; [1993.0466, 1994.0466, 5]; [1994.0466, 1995.0466, 5]; [1995.0466, 1996.0466, 5]; [1996.0466, 1997.0466, 5]; [1997.0466, 1998.0466, 5]; [1998.0466, 1999.0466, 5]; [1999.0466, 2000.0466, 5]; [2000.0466, 2001.0466, 5]; [2001.0466, 2002.0466, 5]; [2002.0466, 2003.0466, 5]; [2003.0466, 2004.0466, 5]; [2004.0466, 2005.0466, 5]; [2005.0466, 2006.0466, 5]; [2006.0466, 2007.0466, 5]; [2007.0466, 2008.0466, 5]; [2008.0466, 2009.0466, 5]; [2009.0466, 2010.0466, 5]; [2010.0466, 2011.0466, 5]; [2011.0466, 2012.0466, 5]; [2012.0466, 2013.0466, 5]; [2013.0466, 2014.0466, 5]; [2014.0466, 2015.0466, 5]; [2015.0466, 2016.0466, 5]; [2016.0466, 2017.0466, 5]; [2017.0466, 2018.0466, 5]; [2018.0466, 2019.0466, 5]; [2019.0466, 2020.0466, 5]; [2020.0466, 2021.0466, 5]; [2021.0466, 2022.0466, 5]>",1,1,1,10,2,1
Alexandru Petria,Alexandru Petria,"<[2014.0, Infinity]>",Author,NA,NA,NA,NA,Male,2014,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",2,0.555556,0.6,0,2,1
Moderne Roemeense verhalen,Moderne Roemeense verhalen,"<[2008.0, Infinity]>",Book,2008,NA,Prose,NA,NA,2008,4,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",5,0.279188,0.319242,109,4,0
Oases van zand: Aforismen,Oases van zand: Aforismen,"<[2004.0, Infinity]>",Book,2004,1985,Nonfiction,NA,NA,2004,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",5,0.282051,0.331364,228.161544,4,0
Valeriu Butulescu,Valeriu Butulescu,"<[2004.0, Infinity]>",Author,NA,NA,NA,NA,Male,2004,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.220441,0.243788,0,4,0
