Id,Label,timeset,type,trnsl_year,original_publ_year,genre,funding,gender,year,Degree,dynamic_degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber
L.J. Veen,L.J. Veen,"<[2010.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2010,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,1,0
Uitgeverij P,Uitgeverij P,"<[2008.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2008,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,3,0
Uitgeverij Vrijdag,Uitgeverij Vrijdag,"<[2015.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2015,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,1,0
Go-Bos Press,Go-Bos Press,"<[1998.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,1998,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",6,0.288714,0.322879,96.250283,4,0
Zegwerk,Zegwerk,"<[2005.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2005,3,"<[1990.0466, 1991.0466, 3]; [1991.0466, 1992.0466, 3]; [1992.0466, 1993.0466, 3]; [1993.0466, 1994.0466, 3]; [1994.0466, 1995.0466, 3]; [1995.0466, 1996.0466, 3]; [1996.0466, 1997.0466, 3]; [1997.0466, 1998.0466, 3]; [1998.0466, 1999.0466, 3]; [1999.0466, 2000.0466, 3]; [2000.0466, 2001.0466, 3]; [2001.0466, 2002.0466, 3]; [2002.0466, 2003.0466, 3]; [2003.0466, 2004.0466, 3]; [2004.0466, 2005.0466, 3]; [2005.0466, 2006.0466, 3]; [2006.0466, 2007.0466, 3]; [2007.0466, 2008.0466, 3]; [2008.0466, 2009.0466, 3]; [2009.0466, 2010.0466, 3]; [2010.0466, 2011.0466, 3]; [2011.0466, 2012.0466, 3]; [2012.0466, 2013.0466, 3]; [2013.0466, 2014.0466, 3]; [2014.0466, 2015.0466, 3]; [2015.0466, 2016.0466, 3]; [2016.0466, 2017.0466, 3]; [2017.0466, 2018.0466, 3]; [2018.0466, 2019.0466, 3]; [2019.0466, 2020.0466, 3]; [2020.0466, 2021.0466, 3]; [2021.0466, 2022.0466, 3]>",8,0.224033,0.264048,5.25,3,0
J.M. Meulenhoff,J.M. Meulenhoff,"<[1990.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,1990,7,"<[1990.0466, 1991.0466, 7]; [1991.0466, 1992.0466, 7]; [1992.0466, 1993.0466, 7]; [1993.0466, 1994.0466, 7]; [1994.0466, 1995.0466, 7]; [1995.0466, 1996.0466, 7]; [1996.0466, 1997.0466, 7]; [1997.0466, 1998.0466, 7]; [1998.0466, 1999.0466, 7]; [1999.0466, 2000.0466, 7]; [2000.0466, 2001.0466, 7]; [2001.0466, 2002.0466, 7]; [2002.0466, 2003.0466, 7]; [2003.0466, 2004.0466, 7]; [2004.0466, 2005.0466, 7]; [2005.0466, 2006.0466, 7]; [2006.0466, 2007.0466, 7]; [2007.0466, 2008.0466, 7]; [2008.0466, 2009.0466, 7]; [2009.0466, 2010.0466, 7]; [2010.0466, 2011.0466, 7]; [2011.0466, 2012.0466, 7]; [2012.0466, 2013.0466, 7]; [2013.0466, 2014.0466, 7]; [2014.0466, 2015.0466, 7]; [2015.0466, 2016.0466, 7]; [2016.0466, 2017.0466, 7]; [2017.0466, 2018.0466, 7]; [2018.0466, 2019.0466, 7]; [2019.0466, 2020.0466, 7]; [2020.0466, 2021.0466, 7]; [2021.0466, 2022.0466, 7]>",6,0.250569,0.312576,143.892595,4,0
Douane,Douane,"<[2011.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2011,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,3,0
Van Gennep,Van Gennep,"<[1992.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,1992,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.219561,0.241515,0,4,0
Nobelman,Nobelman,"<[2014.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2014,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",2,0.555556,0.6,0,2,1
Atlas,Atlas,"<[2008.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2008,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.218688,0.239242,0,4,0
Perdu,Perdu,"<[2013.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2013,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.219561,0.245108,0,3,0
De Contrabas,De Contrabas,"<[2014.0, Infinity]>",Publisher Transl,NA,NA,NA,NA,NA,2014,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",6,0.237581,0.260606,0,3,0
Albatros,Albatros,"<[2019.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2019,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,3,0
Cartea Romaneasca,Cartea Romaneasca,"<[1990.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,1990,9,"<[1990.0466, 1991.0466, 9]; [1991.0466, 1992.0466, 9]; [1992.0466, 1993.0466, 9]; [1993.0466, 1994.0466, 9]; [1994.0466, 1995.0466, 9]; [1995.0466, 1996.0466, 9]; [1996.0466, 1997.0466, 9]; [1997.0466, 1998.0466, 9]; [1998.0466, 1999.0466, 9]; [1999.0466, 2000.0466, 9]; [2000.0466, 2001.0466, 9]; [2001.0466, 2002.0466, 9]; [2002.0466, 2003.0466, 9]; [2003.0466, 2004.0466, 9]; [2004.0466, 2005.0466, 9]; [2005.0466, 2006.0466, 9]; [2006.0466, 2007.0466, 9]; [2007.0466, 2008.0466, 9]; [2008.0466, 2009.0466, 9]; [2009.0466, 2010.0466, 9]; [2010.0466, 2011.0466, 9]; [2011.0466, 2012.0466, 9]; [2012.0466, 2013.0466, 9]; [2013.0466, 2014.0466, 9]; [2014.0466, 2015.0466, 9]; [2015.0466, 2016.0466, 9]; [2016.0466, 2017.0466, 9]; [2017.0466, 2018.0466, 9]; [2018.0466, 2019.0466, 9]; [2019.0466, 2020.0466, 9]; [2020.0466, 2021.0466, 9]; [2021.0466, 2022.0466, 9]>",4,0.322581,0.37803,884.857411,3,0
Cartier,Cartier,"<[2023.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2023,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.170543,0.193074,0,5,0
Humanitas,Humanitas,"<[1996.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,1996,6,"<[1990.0466, 1991.0466, 6]; [1991.0466, 1992.0466, 6]; [1992.0466, 1993.0466, 6]; [1993.0466, 1994.0466, 6]; [1994.0466, 1995.0466, 6]; [1995.0466, 1996.0466, 6]; [1996.0466, 1997.0466, 6]; [1997.0466, 1998.0466, 6]; [1998.0466, 1999.0466, 6]; [1999.0466, 2000.0466, 6]; [2000.0466, 2001.0466, 6]; [2001.0466, 2002.0466, 6]; [2002.0466, 2003.0466, 6]; [2003.0466, 2004.0466, 6]; [2004.0466, 2005.0466, 6]; [2005.0466, 2006.0466, 6]; [2006.0466, 2007.0466, 6]; [2007.0466, 2008.0466, 6]; [2008.0466, 2009.0466, 6]; [2009.0466, 2010.0466, 6]; [2010.0466, 2011.0466, 6]; [2011.0466, 2012.0466, 6]; [2012.0466, 2013.0466, 6]; [2013.0466, 2014.0466, 6]; [2014.0466, 2015.0466, 6]; [2015.0466, 2016.0466, 6]; [2016.0466, 2017.0466, 6]; [2017.0466, 2018.0466, 6]; [2018.0466, 2019.0466, 6]; [2019.0466, 2020.0466, 6]; [2020.0466, 2021.0466, 6]; [2021.0466, 2022.0466, 6]>",6,0.229645,0.281818,13.147777,4,0
Polirom,Polirom,"<[2006.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2006,4,"<[1990.0466, 1991.0466, 4]; [1991.0466, 1992.0466, 4]; [1992.0466, 1993.0466, 4]; [1993.0466, 1994.0466, 4]; [1994.0466, 1995.0466, 4]; [1995.0466, 1996.0466, 4]; [1996.0466, 1997.0466, 4]; [1997.0466, 1998.0466, 4]; [1998.0466, 1999.0466, 4]; [1999.0466, 2000.0466, 4]; [2000.0466, 2001.0466, 4]; [2001.0466, 2002.0466, 4]; [2002.0466, 2003.0466, 4]; [2003.0466, 2004.0466, 4]; [2004.0466, 2005.0466, 4]; [2005.0466, 2006.0466, 4]; [2006.0466, 2007.0466, 4]; [2007.0466, 2008.0466, 4]; [2008.0466, 2009.0466, 4]; [2009.0466, 2010.0466, 4]; [2010.0466, 2011.0466, 4]; [2011.0466, 2012.0466, 4]; [2012.0466, 2013.0466, 4]; [2013.0466, 2014.0466, 4]; [2014.0466, 2015.0466, 4]; [2015.0466, 2016.0466, 4]; [2016.0466, 2017.0466, 4]; [2017.0466, 2018.0466, 4]; [2018.0466, 2019.0466, 4]; [2019.0466, 2020.0466, 4]; [2020.0466, 2021.0466, 4]; [2021.0466, 2022.0466, 4]>",6,0.236559,0.28197,108.373214,5,0
Editura Nationala Ciornei,Editura Nationala Ciornei,"<[2017.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2017,2,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",6,0.278481,0.30197,29.235612,3,0
Vremea,Vremea,"<[2010.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2010,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,1,0
Vinea,Vinea,"<[2008.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2008,2,"<[1990.0466, 1991.0466, 2]; [1991.0466, 1992.0466, 2]; [1992.0466, 1993.0466, 2]; [1993.0466, 1994.0466, 2]; [1994.0466, 1995.0466, 2]; [1995.0466, 1996.0466, 2]; [1996.0466, 1997.0466, 2]; [1997.0466, 1998.0466, 2]; [1998.0466, 1999.0466, 2]; [1999.0466, 2000.0466, 2]; [2000.0466, 2001.0466, 2]; [2001.0466, 2002.0466, 2]; [2002.0466, 2003.0466, 2]; [2003.0466, 2004.0466, 2]; [2004.0466, 2005.0466, 2]; [2005.0466, 2006.0466, 2]; [2006.0466, 2007.0466, 2]; [2007.0466, 2008.0466, 2]; [2008.0466, 2009.0466, 2]; [2009.0466, 2010.0466, 2]; [2010.0466, 2011.0466, 2]; [2011.0466, 2012.0466, 2]; [2012.0466, 2013.0466, 2]; [2013.0466, 2014.0466, 2]; [2014.0466, 2015.0466, 2]; [2015.0466, 2016.0466, 2]; [2016.0466, 2017.0466, 2]; [2017.0466, 2018.0466, 2]; [2018.0466, 2019.0466, 2]; [2019.0466, 2020.0466, 2]; [2020.0466, 2021.0466, 2]; [2021.0466, 2022.0466, 2]>",8,0.223124,0.257987,2.625,3,0
Libraria Universala Alcalay & Co,Libraria Universala Alcalay & Co,"<[2015.0, Infinity]>",Publisher Orig,NA,NA,NA,NA,NA,2015,1,"<[1990.0466, 1991.0466, 1]; [1991.0466, 1992.0466, 1]; [1992.0466, 1993.0466, 1]; [1993.0466, 1994.0466, 1]; [1994.0466, 1995.0466, 1]; [1995.0466, 1996.0466, 1]; [1996.0466, 1997.0466, 1]; [1997.0466, 1998.0466, 1]; [1998.0466, 1999.0466, 1]; [1999.0466, 2000.0466, 1]; [2000.0466, 2001.0466, 1]; [2001.0466, 2002.0466, 1]; [2002.0466, 2003.0466, 1]; [2003.0466, 2004.0466, 1]; [2004.0466, 2005.0466, 1]; [2005.0466, 2006.0466, 1]; [2006.0466, 2007.0466, 1]; [2007.0466, 2008.0466, 1]; [2008.0466, 2009.0466, 1]; [2009.0466, 2010.0466, 1]; [2010.0466, 2011.0466, 1]; [2011.0466, 2012.0466, 1]; [2012.0466, 2013.0466, 1]; [2013.0466, 2014.0466, 1]; [2014.0466, 2015.0466, 1]; [2015.0466, 2016.0466, 1]; [2016.0466, 2017.0466, 1]; [2017.0466, 2018.0466, 1]; [2018.0466, 2019.0466, 1]; [2019.0466, 2020.0466, 1]; [2020.0466, 2021.0466, 1]; [2021.0466, 2022.0466, 1]>",8,0.220441,0.247381,0,1,0
